Property reference number,Address,Postcode,Latitude,Longitude,Ratepayer,Rateable value,VOA description,Liability start date,Reliefs granted,Relief discretionary,Discretionary Relief St Date,Relief mandatory,Mandatory Relief Start Date,Exemptions,Exemptions start date,Occupied,Empty from,Full Sbr,Buffer Sbr,Lower Multiplier
29004700,"Aire Street, Brighouse, HD6 3RB",HD6 3RB,53.69742,-1.77955,Iredales Ltd,11000,Workshop And Premises,1990-04-01,SBR,,,,,,,Y,Y,,
29008002,"5 Waterloo Road, Brighouse, HD6 2AN",HD6 2AN,53.70516,-1.78693,,3000,Hairdressing Salon (And Premises),2011-10-01,SBR,,,,,,,,,Y,,
29016700,"Archer Road, Brighouse, HD6 1XF",HD6 1XF,53.69714,-1.76703,Vulkan Industries Ltd,25500,Warehouse And Premises,1990-04-01,SBR,,,,,,,Y,,,Y
29016701,"Archer Road, Brighouse, HD6 1XF",HD6 1XF,53.69714,-1.76703,Treka Bus Ltd,66500,Warehouse And Premises,2010-01-16,,,,,,,,Y,,,
29020703,"Open View House, Armytage Road, Brighouse, HD6 1QF",HD6 1QF,53.69663,-1.76350,Openview Security Solutions Ltd,33250,Warehouse And Premises,2015-01-29,SBR,,,,,,,Y,,,Y
29020705,"Armytage Road, Brighouse, HD6 1PT",HD6 1PT,53.69979,-1.77065,Eclipse Specialist Cars Ltd (Dissolved 23/05/17),11000,Garage And Premises,2014-01-08,SBR,,,,,,,Y,Y,,
29020707,"Armytage Road, Brighouse, HD6 1QF",HD6 1QF,53.69663,-1.76350,Arkoni Ltd,78500,Factory and Premises,2017-01-05,,,,,,,,Y,,,
29020712,"Armytage Road, Brighouse, HD6 1PT",HD6 1PT,53.69979,-1.77065,Total Polyfilm Ltd,107000,Warehouse And Premises,2014-07-01,,,,,,,,Y,,,
29020714,"Armytage Road, Brighouse, HD6 1UQ",HD6 1UQ,53.70565,-1.77981,,1300,Cafe and Premises,2013-10-31,SBR,,,,,,,Y,Y,,
29020715,"Armytage Road, Brighouse, HD6 1QF",HD6 1QF,53.69663,-1.76350,Owens-Corning Veil U.K. Ltd,159000,Warehouse And Premises,1990-04-01,,,,,,,,Y,,,
29020716,"Armytage Road, Brighouse, HD6 1QF",HD6 1QF,53.69663,-1.76350,Abzorb Systems Ltd,50500,Offices and Premises,2011-12-23,SBR,,,,,,,Y,,,Y
29020718,"Armytage Road, Brighouse, HD6 1QF",HD6 1QF,53.69663,-1.76350,Readymix (Huddersfield) Ltd,36250,Concrete Batching Plant And Premises,2010-12-16,SBR,,,,,,,Y,,,Y
29020719,"Armytage Road, Brighouse, HD6 1XE",HD6 1XE,53.69432,-1.75911,British Car Auctions Ltd,755000,Motor Auction and Premises,1990-04-01,,,,,,,,Y,,,
29020720,"Beckside Works, Armytage Road, Brighouse, HD6 1PH",HD6 1PH,53.70053,-1.77420,,2550,Workshop And Premises,2014-11-01,SBR,,,,,,,Y,Y,,
29020721,"Central Warehouse, Armytage Road, Brighouse, HD6 1RD",HD6 1RD,53.70233,-1.76973,Halco (Brighouse) Ltd,182000,Factory and Premises,2016-09-01,,,,,,,,Y,,,
29020722,"Coronation Works, Armytage Road, Brighouse, HD6 1QA",HD6 1QA,53.69737,-1.76574,Halifax Rack & Screw Co Ltd,95500,Factory and Premises,1990-04-01,,,,,,,,Y,,,
29020723,"Kirkdale House, Armytage Road, Brighouse, HD6 1QF",HD6 1QF,53.69663,-1.76350,Kirkdale Industrial Training Services Ltd,118000,Factory and Premises,1998-08-17,MCR,,,80,2016-04-01,,,Y,,,
29020725,"Municipal House, Armytage Road, Brighouse, HD6 1PT",HD6 1PT,53.69979,-1.77065,Dawsonrentalsweepers,58000,Workshop And Premises,2010-04-01,,,,,,,,Y,,,
29020726,"Prince Of Wales Mill, Armytage Road, Brighouse, HD6 1QF",HD6 1QF,53.69663,-1.76350,Aflex Hose Ltd,99000,Factory and Premises,2011-08-02,,,,,,,,Y,,,
29020727,"Armytage Road, Brighouse, HD6 1UJ",HD6 1UJ,53.69552,-1.75680,Clipper Logistics Group Ltd,310000,Warehouse And Premises,1998-02-09,,,,,,,,Y,,,
29020731,"Unit 3, Armytage Road, Brighouse, HD6 1QF",HD6 1QF,53.69663,-1.76350,Total Polyfilm Ltd,118000,Factory and Premises,1990-04-01,,,,,,,,Y,,,
29020737,"Armytage Road, Brighouse, HD6 1PT",HD6 1PT,53.69979,-1.77065,Crossling Bancroft Ltd,50000,Workshop And Premises,2013-12-01,SBR,,,,,,,Y,,,Y
29020738,"Armytage Road, Brighouse, HD6 1QF",HD6 1QF,53.69663,-1.76350,Northern Commercials (Mirfield) Ltd,135000,Workshop And Premises,1997-10-18,,,,,,,,Y,,,
29020743,"Unit 6 Brighouse Trade Park, Armytage Road, Brighouse, HD6 1QZ",HD6 1QZ,53.69953,-1.77160,Central Garage Arc Ltd,37250,Vehicle Repair Workshop And Premises,2013-08-01,SBR DRR,,2019-04-01,,,,,Y,,,Y
29020746,"Telecommunications Mast, Ref WYK0289 Rear Car Auction, Armytage Road, Brighouse HD6 1XE",HD6 1XE,53.69432,-1.75911,Everything Everywhere Ltd,12250,Communication Station and Premises,2017-01-10,EX,,,,,Unoccupied Land,2017-01-10,Y,,,
29020747,"Unit 1 Brighouse Trade Park, Armytage Road, Brighouse, HD6 1QZ",HD6 1QZ,53.69953,-1.77160,Screwfix Direct Ltd,24000,Warehouse And Premises,2012-09-17,SBR DRR,,2019-04-01,,,,,Y,,,Y
29020749,"Unit 2 Brighouse Trade Park, Armytage Road, Brighouse, HD6 1QZ",HD6 1QZ,53.69953,-1.77160,Wolseley U.K Ltd,19500,Warehouse And Premises,2014-05-10,EX,,,,,Qualifying industrial hereditament,2018-11-03,Y,,,
29020750,"Unit 4 Brighouse Trade Park, Armytage Road, Brighouse, HD6 1QZ",HD6 1QZ,53.69953,-1.77160,Power Saver Electrical Supplies Ltd,18750,Warehouse And Premises,2014-06-07,SBR DRR,,2019-04-01,,,,,Y,,,Y
